,asset_id,asset_name,backup_asset_id,backup_site_id,backup_asset_name,monitoring_platform,site_id,field_name,address,time_zone,start_date,days_in_month,degradation_profile,degradation_factor,monthly_energy_estimate,daily_energy_estimate,monthly_insolation_estimate,daily_insolation_estimate
788,82cd9d63-34e9-ea11-a817-000d3a8c8077,Bridgewater Commons - Deck,11ce9d63-34e9-ea11-a817-000d3a8c8077,3431415,NJ - Watchung.1518,Locus,3535900,KWHdel,"400 Commons Way, Bridgewater, NJ 08807",America/New_York,2013-04-09,22,0.5,1.0,145696.0,4856.53,149.09,4.97
905,84cd9d63-34e9-ea11-a817-000d3a8c8077,Bridgewater Commons - Roof,11ce9d63-34e9-ea11-a817-000d3a8c8077,3431415,NJ - Watchung.1518,Locus,3535900,KWHdel,"400 Commons Way, Bridgewater, NJ 08807",America/New_York,2012-07-24,8,0.5,1.0,42324.0,1365.29,175.23,5.65
1031,86cd9d63-34e9-ea11-a817-000d3a8c8077,Christmas Tree Plaza,b4ce9d63-34e9-ea11-a817-000d3a8c8077,3767662,Brass Mill (Canopy),Locus,3781114,KWHdel,"200 Indian River Road Orange, Orange, CT 6477",America/New_York,2018-08-27,5,0.5,1.0,38418.49,1239.31,161.82,5.22
1084,88cd9d63-34e9-ea11-a817-000d3a8c8077,Big Y Shopping Center,8ecd9d63-34e9-ea11-a817-000d3a8c8077,3508078,CT - La Quinta,Locus,3768839,KWHdel,"83 Stony Hill Rd,  Bethel, CT 6801",America/New_York,2018-06-04,27,0.5,1.0,10401.17,346.71,184.9,6.16
1139,8acd9d63-34e9-ea11-a817-000d3a8c8077,New London Mall Phase I,b9cd9d63-34e9-ea11-a817-000d3a8c8077,3678856,CT - Groton - Gold Star Hwy.1079,Locus,3783068,KWHdel,"351 N. Frontage Rd.,  New London, CT 6320",America/New_York,2019-05-08,24,0.5,1.0,82825.0,2671.77,173.02,5.58
1183,8ccd9d63-34e9-ea11-a817-000d3a8c8077,Washington Center Shoppes,1ccf9d63-34e9-ea11-a817-000d3a8c8077,3770517,NJ - Deptford Mall (roof),Locus,3768837,KWHdel,"415 Egg Harbor Rd., , NJ 8080",America/New_York,2018-06-30,1,0.5,1.0,25114.0,837.13,188.9,6.3
1238,8ecd9d63-34e9-ea11-a817-000d3a8c8077,CT - La Quinta,88cd9d63-34e9-ea11-a817-000d3a8c8077,3768839,Big Y Shopping Center,Locus,3508078,KWHdel,"116 Newtown Rd,  Danbury, CT 6810",America/New_York,2015-10-30,2,0.5,1.0,8775.0,283.06,123.7,3.99
1325,90cd9d63-34e9-ea11-a817-000d3a8c8077,CT - Watertown,b6ce9d63-34e9-ea11-a817-000d3a8c8077,3560866,Brass Mill Center,Locus,3508096,KWHdel,"150 Callender Rd,  Watertown, CT 6795",America/New_York,2015-09-23,8,0.5,1.0,93420.0,3114.0,130.9,4.36
1413,9fcd9d63-34e9-ea11-a817-000d3a8c8077,NY - 333 Phase II,a9cd9d63-34e9-ea11-a817-000d3a8c8077,3512254,NY - 50 Broadway,Locus,3666293,KWHdel,"333 N Bedford Rd,  Mount Kisco, NY 10549",America/New_York,2017-12-18,14,0.5,1.0,18395.76,593.41,93.48,3.02
1474,a1cd9d63-34e9-ea11-a817-000d3a8c8077,NY - 444 Saw Mill - CAM,a9cd9d63-34e9-ea11-a817-000d3a8c8077,3512254,NY - 50 Broadway,Locus,3506659,KWHdel,"444 Saw Mill River Rd, Elmsford, NY 10523",America/New_York,2014-12-01,31,0.5,1.0,3636.0,117.29,93.48,3.02
1571,a3cd9d63-34e9-ea11-a817-000d3a8c8077,NY - 444 Saw Mill - Captain Lawrence,a9cd9d63-34e9-ea11-a817-000d3a8c8077,3512254,NY - 50 Broadway,Locus,3506659,KWHdel,"444 Saw Mill River Rd, Elmsford, NY 10523",America/New_York,2014-12-01,31,0.5,1.0,7061.0,227.77,54.7,1.76
1668,a7cd9d63-34e9-ea11-a817-000d3a8c8077,NY - 444 Saw Mill - Safe Haven,a9cd9d63-34e9-ea11-a817-000d3a8c8077,3512254,NY - 50 Broadway,Locus,3506659,KWHdel,"444 Saw Mill River Rd, Elmsford, NY 10523",America/New_York,2014-12-01,31,0.5,1.0,6871.0,221.65,54.7,1.76
1765,a9cd9d63-34e9-ea11-a817-000d3a8c8077,NY - 50 Broadway,a1cd9d63-34e9-ea11-a817-000d3a8c8077,3506659,NY - 444 Saw Mill - CAM,Locus,3512254,KWHdel,"50 Broadway,  Hawthorne, NY 10532",America/New_York,2015-07-01,31,0.5,1.0,14899.0,480.61,191.7,6.18
1855,abcd9d63-34e9-ea11-a817-000d3a8c8077,NY - 75 Virginia,a9cd9d63-34e9-ea11-a817-000d3a8c8077,3512254,NY - 50 Broadway,Locus,3506570,KWHdel,"75 Virginia Rd, North White Plains, NY 10603",America/New_York,2014-10-17,15,0.5,1.0,20936.0,675.35,101.7,3.28
1954,afcd9d63-34e9-ea11-a817-000d3a8c8077,CA - Bermuda Dunes - Country Club Dr.8339,b3cd9d63-34e9-ea11-a817-000d3a8c8077,3819457,CA - Sunland - Foothill Blvd.1565,Locus,3793478,KWHdel,"78265 Country Club Dr,  Bermuda Dunes, CA 92203",America/Los_Angeles,2018-11-07,24,1.0,1.0,11716.13,390.54,107.1,3.57
2004,b1cd9d63-34e9-ea11-a817-000d3a8c8077,CA - Glendale - 6527 San Fernando Rd.1602,d2ce9d63-34e9-ea11-a817-000d3a8c8077,3582909,Northridge Fashion Center (Deck),Locus,3799063,KWHdel,"6527 San Fernando Rd,  Glendale, CA 91201",America/Los_Angeles,2018-12-27,5,1.0,1.0,6310.43,203.56,97.6,3.15
2053,b3cd9d63-34e9-ea11-a817-000d3a8c8077,CA - Sunland - Foothill Blvd.1565,b1cd9d63-34e9-ea11-a817-000d3a8c8077,3799063,CA - Glendale - 6527 San Fernando Rd.1602,Locus,3819457,KWHdel,"8250 Foothill Blvd,  Sunland, CA 91040",America/Los_Angeles,2019-07-10,22,1.0,1.0,20313.92,655.29,226.4,7.3
2095,b5cd9d63-34e9-ea11-a817-000d3a8c8077,CT - Bridgeport - State Street Ext.1588,86cd9d63-34e9-ea11-a817-000d3a8c8077,3781114,Christmas Tree Plaza,Locus,3686788,KWHdel,"2101 State Street Ext,  Bridgeport, CT 6605",America/New_York,2017-08-18,14,1.0,1.0,10482.0,338.13,225.2,7.26
2160,b7cd9d63-34e9-ea11-a817-000d3a8c8077,CT - Brookfield.0568,8ecd9d63-34e9-ea11-a817-000d3a8c8077,3508078,CT - La Quinta,Locus,3431410,KWHdel,"578 Federal Rd, Brookfield, CT 06804",America/New_York,2014-12-29,3,1.0,1.0,1585.0,51.13,108.23,3.49
2257,b9cd9d63-34e9-ea11-a817-000d3a8c8077,CT - Groton - Gold Star Hwy.1079,8acd9d63-34e9-ea11-a817-000d3a8c8077,3783068,New London Mall Phase I,Locus,3678856,KWHdel,"215 Gold Star Hwy,  Groton, CT 6340",America/New_York,2017-06-29,2,1.0,1.0,5534.0,184.47,218.3,7.28
2324,bbcd9d63-34e9-ea11-a817-000d3a8c8077,CT - Newington.1553,c1cd9d63-34e9-ea11-a817-000d3a8c8077,3431412,CT - Wethersfield.1097,Locus,3431411,KWHdel,"184 Fenn Rd, Newington, CT 06111",America/New_York,2015-02-26,3,1.0,1.0,4008.0,143.14,82.18,2.94
2419,bdcd9d63-34e9-ea11-a817-000d3a8c8077,CT - Rocky Hill - Cromwell Ave.0269,bfcd9d63-34e9-ea11-a817-000d3a8c8077,3740362,CT - Wethersfield - Olesen Rd.0110,Locus,3784471,KWHdel,"1156 Cromwell Ave,  Rocky Hill, CT 6067",America/New_York,2018-10-19,13,1.0,1.0,3316.54,106.99,98.0,3.16
2470,c3cd9d63-34e9-ea11-a817-000d3a8c8077,DC - Washington - Blair Rd NW.0662,edcd9d63-34e9-ea11-a817-000d3a8c8077,3745582,MD - Bethesda - River Rd.0552,Locus,3671359,KWHdel,"6011 Blair Rd NW,  Washington, DC 20011",America/New_York,2017-08-31,1,1.0,1.0,33413.93,1077.87,157.2,5.07
2535,c5cd9d63-34e9-ea11-a817-000d3a8c8077,FL - Apopka - Park Ave.1633,b0ce9d63-34e9-ea11-a817-000d3a8c8077,3586452,Altamonte Mall,Locus,3792399,KWHdel,"831 N Park Ave,  Apopka, FL 32712",America/New_York,2018-11-20,11,1.0,1.0,12308.59,410.29,117.11,3.9
2585,c9cd9d63-34e9-ea11-a817-000d3a8c8077,FL - Hialeah - W 84th St.1403,c7cd9d63-34e9-ea11-a817-000d3a8c8077,3815042,FL - Hialeah - E 65th St.1409,Locus,3793126,KWHdel,"2990 W 84th St,  Hialeah, FL 33018",America/New_York,2019-06-03,28,1.0,1.0,20106.5,670.22,227.01,7.57
2628,cbcd9d63-34e9-ea11-a817-000d3a8c8077,FL - Lakeland - Harden Blvd.1493,cdcd9d63-34e9-ea11-a817-000d3a8c8077,3744325,FL - Lakeland - S Florida Ave.1494,Locus,3745054,KWHdel,"2190 Harden Blvd,  Lakeland, FL 33803",America/New_York,2018-02-13,16,1.0,1.0,11062.0,395.07,104.1,3.72
2687,cdcd9d63-34e9-ea11-a817-000d3a8c8077,FL - Lakeland - S Florida Ave.1494,cbcd9d63-34e9-ea11-a817-000d3a8c8077,3745054,FL - Lakeland - Harden Blvd.1493,Locus,3744325,KWHdel,"6445 S Florida Ave,  Lakeland, FL 33813",America/New_York,2018-02-13,16,1.0,1.0,12784.0,456.57,118.5,4.23
2746,cfcd9d63-34e9-ea11-a817-000d3a8c8077,FL - Land O Lakes - Land O Lakes Blvd.8298,d7cd9d63-34e9-ea11-a817-000d3a8c8077,3739746,FL - Tampa - W Cypress St.1366,Locus,3792471,KWHdel,"2550 Land O Lakes Blvd,  Land O Lakes, FL 34639",America/New_York,2019-01-09,23,1.0,1.0,14833.75,478.51,107.8,3.48
2794,d1cd9d63-34e9-ea11-a817-000d3a8c8077,FL - Naranja - S Dixie Hwy.8144,c7cd9d63-34e9-ea11-a817-000d3a8c8077,3815042,FL - Hialeah - E 65th St.1409,Locus,3822507,KWHdel,"27232 S Dixie Hwy,  Naranja, FL 33032",America/New_York,2019-11-13,18,1.0,1.0,20813.66,693.79,108.1,3.6
2832,d3cd9d63-34e9-ea11-a817-000d3a8c8077,FL - Palm Springs - S Congress Ave.1560,c7cd9d63-34e9-ea11-a817-000d3a8c8077,3815042,FL - Hialeah - E 65th St.1409,Locus,3762679,KWHdel,"3599 S Congress Ave,  Palm Springs, FL 33461",America/New_York,2018-02-09,20,1.0,1.0,25576.0,913.43,117.3,4.19
2891,d5cd9d63-34e9-ea11-a817-000d3a8c8077,FL - Pinellas Park - 66th St.8640,d7cd9d63-34e9-ea11-a817-000d3a8c8077,3739746,FL - Tampa - W Cypress St.1366,Locus,3793008,KWHdel,"8610 66th St N,  Pinellas Park, FL 33782",America/New_York,2018-12-13,19,1.0,1.0,7564.84,244.03,90.2,2.91
2940,d7cd9d63-34e9-ea11-a817-000d3a8c8077,FL - Tampa - W Cypress St.1366,d5cd9d63-34e9-ea11-a817-000d3a8c8077,3793008,FL - Pinellas Park - 66th St.8640,Locus,3739746,KWHdel,"5045 W Cypress St,  Tampa, FL 33607",America/New_York,2018-03-27,5,1.0,1.0,8335.0,268.87,163.4,5.27
2998,d9cd9d63-34e9-ea11-a817-000d3a8c8077,MA - Billerica,adcf9d63-34e9-ea11-a817-000d3a8c8077,3824689,SED - Tyngsboro High School,Locus,3421704,KWHdel,"225 Rangeway Rd, North Billerica,, MA 01862",America/New_York,2015-07-20,12,0.5,1.0,11016.0,355.35,188.1,6.07
3088,dbcd9d63-34e9-ea11-a817-000d3a8c8077,MA - Boston - Norwood St.8505,a5cf9d63-34e9-ea11-a817-000d3a8c8077,3829311,SED - Brooke Charter High School,Locus,3799441,KWHdel,"41 Norwood St,  Boston, MA 2122",America/New_York,2019-05-16,16,1.0,1.0,12579.7,405.8,174.5,5.63
3132,ddcd9d63-34e9-ea11-a817-000d3a8c8077,MA - Brockton NEM.1547 - OLD,e9cd9d63-34e9-ea11-a817-000d3a8c8077,3740364,MA - Stoughton - 1940 Washington St NEM.0635,Locus,3420025,KWHdel,"230 Oak St, Brockton, MA 02301",America/New_York,2015-03-17,15,0.5,1.0,11933.0,384.94,113.8,3.67
3226,dfcd9d63-34e9-ea11-a817-000d3a8c8077,MA - Dedham - Providence Highway NEM.1586,dbcd9d63-34e9-ea11-a817-000d3a8c8077,3799441,MA - Boston - Norwood St.8505,Locus,3665933,KWHdel,"25 Providence Highway,  Dedham, MA 2027",America/New_York,2017-06-13,18,0.5,1.0,11604.67,386.82,174.22,5.81
3293,e1cd9d63-34e9-ea11-a817-000d3a8c8077,MA - North Andover NEM.1554,adcf9d63-34e9-ea11-a817-000d3a8c8077,3824689,SED - Tyngsboro High School,Locus,3421701,KWHdel,"1701 Osgood St, North Andover, MA 01845",America/New_York,2015-01-15,17,0.5,1.0,3932.0,126.84,67.69,2.18
3389,e3cd9d63-34e9-ea11-a817-000d3a8c8077,MA - Quincy - Liberty Street NEM.1591,e5cd9d63-34e9-ea11-a817-000d3a8c8077,3725685,MA - Quincy - Old Colony Ave NEM.1658,Locus,3771951,KWHdel,"27 Liberty Street, Quincy, MA 02169",America/New_York,2018-04-10,21,1.0,1.0,10155.0,338.5,138.1,4.6
3446,e5cd9d63-34e9-ea11-a817-000d3a8c8077,MA - Quincy - Old Colony Ave NEM.1658,e7cd9d63-34e9-ea11-a817-000d3a8c8077,3420306,MA - Quincy NEM.1204 - OLD,Locus,3725685,KWHdel,"95 Old Colony Ave,  Quincy, MA 2170",America/New_York,2018-04-10,21,1.0,1.0,13288.0,442.93,138.1,4.6
3503,e7cd9d63-34e9-ea11-a817-000d3a8c8077,MA - Quincy NEM.1204 - OLD,e5cd9d63-34e9-ea11-a817-000d3a8c8077,3725685,MA - Quincy - Old Colony Ave NEM.1658,Locus,3420306,KWHdel,"21 Weston Ave, Quincy, MA 02170",America/New_York,2015-01-08,24,0.5,1.0,3033.0,97.84,60.8,1.96
3599,e9cd9d63-34e9-ea11-a817-000d3a8c8077,MA - Stoughton - 1940 Washington St NEM.0635,ddcd9d63-34e9-ea11-a817-000d3a8c8077,3420025,MA - Brockton NEM.1547 - OLD,Locus,3740364,KWHdel,"1940 Washington St,  Stoughton, MA 2072",America/New_York,2018-04-17,14,1.0,1.0,4864.0,162.13,136.0,4.53
3656,ebcd9d63-34e9-ea11-a817-000d3a8c8077,MD - Annapolis - Trout Rd.1381,f5cd9d63-34e9-ea11-a817-000d3a8c8077,3787248,MD - Hanover - New Ridge Rd.1500,Locus,3795270,KWHdel,"2005 Trout Rd,  Annapolis, MD 21401",America/New_York,2019-02-22,7,1.0,1.0,6673.0,238.32,78.1,2.79
3703,edcd9d63-34e9-ea11-a817-000d3a8c8077,MD - Bethesda - River Rd.0552,ebcd9d63-34e9-ea11-a817-000d3a8c8077,3795270,MD - Annapolis - Trout Rd.1381,Locus,3745582,KWHdel,"5140 River Rd,  Bethesda, MD 20816",America/New_York,2018-05-22,10,1.0,1.0,29294.0,944.97,155.5,5.02
3759,efcd9d63-34e9-ea11-a817-000d3a8c8077,MD - Columbia - Old Columbia Rd.0950,f5cd9d63-34e9-ea11-a817-000d3a8c8077,3787248,MD - Hanover - New Ridge Rd.1500,Locus,3799457,KWHdel,"10400 Old Columbia Rd,  Columbia, MD 21046",America/New_York,2019-04-29,2,1.0,1.0,17936.0,597.87,156.3,5.21
3804,f1cd9d63-34e9-ea11-a817-000d3a8c8077,MD - District Heights - Whitney Pl.0839,c3cd9d63-34e9-ea11-a817-000d3a8c8077,3671359,DC - Washington - Blair Rd NW.0662,Locus,3760394,KWHdel,"2700 Whitney Pl,  District Heights, MD 20747",America/New_York,2018-06-18,13,1.0,1.0,16305.0,543.5,183.6,6.12
3859,f3cd9d63-34e9-ea11-a817-000d3a8c8077,MD - Germantown - Frederick Rd.0640,f1cd9d63-34e9-ea11-a817-000d3a8c8077,3760394,MD - District Heights - Whitney Pl.0839,Locus,3745581,KWHdel,"19500 Frederick Rd,  Germantown, MD 20876",America/New_York,2018-04-09,22,1.0,1.0,11484.0,382.8,152.6,5.09
3916,f5cd9d63-34e9-ea11-a817-000d3a8c8077,MD - Hanover - New Ridge Rd.1500,efcd9d63-34e9-ea11-a817-000d3a8c8077,3799457,MD - Columbia - Old Columbia Rd.0950,Locus,3787248,KWHdel,"7492 New Ridge Rd,  Hanover, MD 21076",America/New_York,2019-04-29,2,1.0,1.0,30437.89,1014.6,156.2,5.21
3961,f7cd9d63-34e9-ea11-a817-000d3a8c8077,NJ - Cherry Hill - Church Rd.1656,f9cd9d63-34e9-ea11-a817-000d3a8c8077,3689287,NJ - Cherry Hill - Rockhill Rd.8354,Locus,3689283,KWHdel,"1001 Church Road,  Cherry Hill, NJ 8002",America/New_York,2018-09-26,5,1.0,1.0,20120.0,670.67,133.3,4.44
4013,f9cd9d63-34e9-ea11-a817-000d3a8c8077,NJ - Cherry Hill - Rockhill Rd.8354,f7cd9d63-34e9-ea11-a817-000d3a8c8077,3689283,NJ - Cherry Hill - Church Rd.1656,Locus,3689287,KWHdel,"25 Rockhill Rd,  Cherry Hill, NJ 8003",America/New_York,2017-12-05,27,1.0,1.0,4377.0,141.19,47.6,1.54
4074,fbcd9d63-34e9-ea11-a817-000d3a8c8077,NJ - Cranbury / Monroe.1519,1ecf9d63-34e9-ea11-a817-000d3a8c8077,3691108,NJ - Freehold Raceway Mall,Locus,3431416,KWHdel,"10 Pleasant Hill Rd,  Cranbury, NJ 8831",America/New_York,2016-09-26,5,0.5,1.0,10424.19,347.47,138.18,4.61
4150,fdcd9d63-34e9-ea11-a817-000d3a8c8077,NJ - Denville - Morris Ave.8352,0bce9d63-34e9-ea11-a817-000d3a8c8077,3689198,NJ - Riverdale - SR-23.1726,Locus,3689284,KWHdel,"300 Morris Ave,  Denville, NJ 7834",America/New_York,2017-09-08,23,1.0,1.0,13588.0,452.93,133.3,4.44
4214,ffcd9d63-34e9-ea11-a817-000d3a8c8077,NJ - Fairfield - Route 46 W.8343,02cf9d63-34e9-ea11-a817-000d3a8c8077,3541375,Willowbrook Mall,Locus,3783069,KWHdel,"593 Route 46 W,  Fairfield, NJ 7004",America/New_York,2018-12-17,15,1.0,1.0,2742.0,88.45,54.7,1.76
4263,01ce9d63-34e9-ea11-a817-000d3a8c8077,NJ - Fort Lee - Main St.1725,03ce9d63-34e9-ea11-a817-000d3a8c8077,3431414,NJ - Fort Lee.1516 - OLD,Locus,3777966,KWHdel,"550 Main St,  Fort Lee, NJ 7024",America/New_York,2018-07-12,20,1.0,1.0,21555.0,695.32,177.1,5.71
4317,03ce9d63-34e9-ea11-a817-000d3a8c8077,NJ - Fort Lee.1516 - OLD,01ce9d63-34e9-ea11-a817-000d3a8c8077,3777966,NJ - Fort Lee - Main St.1725,Locus,3431414,KWHdel,"1415 Bergen Blvd, Fort Lee, NJ 07024",America/New_York,2015-05-26,6,0.5,1.0,29190.0,941.61,170.1,5.49
4409,05ce9d63-34e9-ea11-a817-000d3a8c8077,NJ - Hackensack - Railroad Ave.8351,01ce9d63-34e9-ea11-a817-000d3a8c8077,3777966,NJ - Fort Lee - Main St.1725,Locus,3689203,KWHdel,"260 Railroad Ave,  Hackensack, NJ 7601",America/New_York,2018-02-22,7,1.0,1.0,4915.0,175.54,82.5,2.95
4468,07ce9d63-34e9-ea11-a817-000d3a8c8077,NJ - Newark - Elizabeth Ave.8344,0fce9d63-34e9-ea11-a817-000d3a8c8077,3431417,NJ - Union.1517,Locus,3750701,KWHdel,"320-324 Elizabeth Ave,  Newark, NJ 7112",America/New_York,2018-07-11,21,1.0,1.0,16103.0,519.45,171.9,5.55
4522,09ce9d63-34e9-ea11-a817-000d3a8c8077,NJ - North Bergen - River Rd.1089,03ce9d63-34e9-ea11-a817-000d3a8c8077,3431414,NJ - Fort Lee.1516 - OLD,Locus,3793128,KWHdel,"8301 River Rd,  North Bergen, NJ 7047",America/New_York,2019-04-08,23,1.0,1.0,11487.0,382.9,144.9,4.83
4567,0bce9d63-34e9-ea11-a817-000d3a8c8077,NJ - Riverdale - SR-23.1726,ffcd9d63-34e9-ea11-a817-000d3a8c8077,3783069,NJ - Fairfield - Route 46 W.8343,Locus,3689198,KWHdel,"112 SR-23,  Riverdale, NJ 7457",America/New_York,2017-09-14,17,1.0,1.0,13588.0,452.93,121.9,4.06
4631,0dce9d63-34e9-ea11-a817-000d3a8c8077,NJ - Trenton - Quakerbridge Rd.1727,fbcd9d63-34e9-ea11-a817-000d3a8c8077,3431416,NJ - Cranbury / Monroe.1519,Locus,3689196,KWHdel,"3600 Quakerbridge Rd,  Trenton, NJ 8619",America/New_York,2017-10-21,11,1.0,1.0,3731.0,120.35,108.8,3.51
4694,0fce9d63-34e9-ea11-a817-000d3a8c8077,NJ - Union.1517,07ce9d63-34e9-ea11-a817-000d3a8c8077,3750701,NJ - Newark - Elizabeth Ave.8344,Locus,3431417,KWHdel,"2035 US-22 W, Union, NJ 07083",America/New_York,2015-04-06,25,0.5,1.0,17524.0,584.13,147.3,4.91
4787,11ce9d63-34e9-ea11-a817-000d3a8c8077,NJ - Watchung.1518,0fce9d63-34e9-ea11-a817-000d3a8c8077,3431417,NJ - Union.1517,Locus,3431415,KWHdel,"1559 Route 22, Watchung, NJ 07069",America/New_York,2015-04-13,18,0.5,1.0,16182.0,539.4,146.7,4.89
4880,13ce9d63-34e9-ea11-a817-000d3a8c8077,NJ - Westwood - Madison Ave.1861,dcce9d63-34e9-ea11-a817-000d3a8c8077,3542992,Paramus Park - NJ,Locus,3798951,KWHdel,"15 Madison Ave,  Westwood, NJ 7675",America/New_York,2019-03-05,27,1.0,1.0,8675.0,279.84,105.7,3.41
4926,15ce9d63-34e9-ea11-a817-000d3a8c8077,NY - Bohemia.1391,29ce9d63-34e9-ea11-a817-000d3a8c8077,3381843,NY - Hauppauge.0674,Locus,3418857,KWHdel,"510 Johnson Ave, Bohemia, NY 11716",America/New_York,2014-10-27,5,0.5,1.0,3460.0,111.61,101.7,3.28
5025,17ce9d63-34e9-ea11-a817-000d3a8c8077,NY - Bronx - Baychester.8501,19ce9d63-34e9-ea11-a817-000d3a8c8077,3379748,NY - Bronx - Edson Ave.1042,Locus,3792330,KWHdel,"3450 Baychester Ave,  Bronx, NY 10475",America/New_York,2019-06-20,11,1.0,1.0,19551.8,651.73,184.8,6.16
5068,19ce9d63-34e9-ea11-a817-000d3a8c8077,NY - Bronx - Edson Ave.1042,17ce9d63-34e9-ea11-a817-000d3a8c8077,3792330,NY - Bronx - Baychester.8501,Locus,3379748,KWHdel,"2875 Edson Ave,  Bronx, NY 10469",America/New_York,2013-10-09,23,0.5,1.0,17111.0,551.97,117.1,3.78
5179,1bce9d63-34e9-ea11-a817-000d3a8c8077,NY - Bronx - W Fordham Rd.1213,19ce9d63-34e9-ea11-a817-000d3a8c8077,3379748,NY - Bronx - Edson Ave.1042,Locus,3678371,KWHdel,"245 W Fordham Rd,  Bronx, NY 10468",America/New_York,2017-07-25,7,1.0,1.0,15790.0,509.35,177.4,5.72
5245,1dce9d63-34e9-ea11-a817-000d3a8c8077,NY - Brooklyn - 3rd Ave.1399,21ce9d63-34e9-ea11-a817-000d3a8c8077,3799436,NY - Brooklyn - Atlantic Ave.1450,Locus,3379747,KWHdel,"312 3rd Ave,  Brooklyn, NY 11215",America/New_York,2013-10-04,28,0.5,1.0,11279.0,363.84,117.1,3.78
5356,21ce9d63-34e9-ea11-a817-000d3a8c8077,NY - Brooklyn - Atlantic Ave.1450,1dce9d63-34e9-ea11-a817-000d3a8c8077,3379747,NY - Brooklyn - 3rd Ave.1399,Locus,3799436,KWHdel,"1540 Atlantic Ave,  Brooklyn, NY 11213",America/New_York,2019-08-14,18,1.0,1.0,10665.97,344.06,177.8,5.74
5397,23ce9d63-34e9-ea11-a817-000d3a8c8077,NY - Centereach.1398,29ce9d63-34e9-ea11-a817-000d3a8c8077,3381843,NY - Hauppauge.0674,Locus,3383315,KWHdel,"2626 Middle Country Rd,  Centereach, NY 11720",America/New_York,2014-02-12,17,0.5,1.0,8370.0,298.93,78.6,2.81
5504,25ce9d63-34e9-ea11-a817-000d3a8c8077,NY - Central Valley.8349,39ce9d63-34e9-ea11-a817-000d3a8c8077,3420030,NY - Poughkeepsie.8350,Locus,3431382,KWHdel,"27 Bond St, Central Valley, NY 10917",America/New_York,2015-01-15,17,0.5,1.0,25084.0,809.16,63.0,2.03
5600,27ce9d63-34e9-ea11-a817-000d3a8c8077,NY - Harlem - W 143rd St.0539,1bce9d63-34e9-ea11-a817-000d3a8c8077,3678371,NY - Bronx - W Fordham Rd.1213,Locus,3431413,KWHdel,"58 W 143rd St,  New York, NY 10037",America/New_York,2016-10-26,6,0.5,1.0,6229.0,200.94,127.43,4.11
5675,29ce9d63-34e9-ea11-a817-000d3a8c8077,NY - Hauppauge.0674,23ce9d63-34e9-ea11-a817-000d3a8c8077,3383315,NY - Centereach.1398,Locus,3381843,KWHdel,"730 Old Willets Path,  Hauppauge, NY 11788",America/New_York,2014-01-20,12,0.5,1.0,11072.0,357.16,63.6,2.05
5783,2bce9d63-34e9-ea11-a817-000d3a8c8077,NY - Hicksville.0630,37ce9d63-34e9-ea11-a817-000d3a8c8077,3382576,NY - Plainview.1050,Locus,3383324,KWHdel,"789 S Broadway,  Hicksville, NY 11801",America/New_York,2014-02-21,8,0.5,1.0,12351.0,441.11,84.0,3.0
5890,2dce9d63-34e9-ea11-a817-000d3a8c8077,NY - Kingston.0405,35ce9d63-34e9-ea11-a817-000d3a8c8077,3420026,NY - New Paltz.0406,Locus,3418856,KWHdel,"119 Sawkill Rd, Kingston, NY 12401",America/New_York,2014-12-22,10,0.5,1.0,4298.0,138.65,56.9,1.84
5987,31ce9d63-34e9-ea11-a817-000d3a8c8077,NY - Mt Vernon - 102 Macquesten.1087,33ce9d63-34e9-ea11-a817-000d3a8c8077,3416799,NY - Mt Vernon - 30 N West.0502,Locus,3416800,KWHdel,"102 MacQuesten Pkwy, Mt Vernon, NY 10550",America/New_York,2015-02-06,23,0.5,1.0,7000.0,250.0,77.86,2.78
6082,33ce9d63-34e9-ea11-a817-000d3a8c8077,NY - Mt Vernon - 30 N West.0502,31ce9d63-34e9-ea11-a817-000d3a8c8077,3416800,NY - Mt Vernon - 102 Macquesten.1087,Locus,3416799,KWHdel,"30 N West St, Mt Vernon, NY 10550",America/New_York,2015-02-06,23,0.5,1.0,5283.0,188.68,78.7,2.81
6177,35ce9d63-34e9-ea11-a817-000d3a8c8077,NY - New Paltz.0406,39ce9d63-34e9-ea11-a817-000d3a8c8077,3420030,NY - Poughkeepsie.8350,Locus,3420026,KWHdel,"24 S Putt Corners Rd, New Paltz, NY 12561",America/New_York,2014-12-17,15,0.5,1.0,3143.57,101.41,57.88,1.87
6274,37ce9d63-34e9-ea11-a817-000d3a8c8077,NY - Plainview.1050,35ce9d63-34e9-ea11-a817-000d3a8c8077,3420026,NY - New Paltz.0406,Locus,3382576,KWHdel,"151 Sunnyside Blvd,  Plainview, NY 11803",America/New_York,2014-01-30,2,0.5,1.0,10603.0,342.03,63.3,2.04
6382,39ce9d63-34e9-ea11-a817-000d3a8c8077,NY - Poughkeepsie.8350,35ce9d63-34e9-ea11-a817-000d3a8c8077,3420026,NY - New Paltz.0406,Locus,3420030,KWHdel,"2169 South Rd, Poughkeepsie, NY 12601",America/New_York,2014-12-11,21,0.5,1.0,5745.0,185.32,64.22,2.07
